IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP747;IP_PROP749
126248;карниз FLEX;1.50.229;Y;;
126267;карниз FLEX;1.50.621;Y;;
126268;карниз FLEX;1.50.622;Y;;
126269;карниз FLEX;1.50.624;Y;;
127537;FLEX;1.51.701;Y;;
142167;арочный элемент;1.61.511;N;;
150861;клей монтажный 290 мл;EB05.M.290;N;;
150862;клей стыковочный 80 мл;EB06.S.80;N;;
158448;клей стыковочный 60 мл;E13.S.60;N;;
158449;клей стыковочный 290 мл;E12.S.290;N;;
159097;плинтус;6.53.110;N;;
160323;клей стыковочный 60 мл;E13old.S.60;N;;
164888;молдинг FLEX;1.51.386;Y;;
165150;кронштейн;1.19.801;N;;
165153;панель декоративная;6.59.801;N;;
165154;панель декоративная;6.59.802;N;;
165155;панель декоративная;6.59.803;N;;
165156;декоративный элемент;1.62.801;N;;
165157;декоративный элемент;1.62.802;N;;
165158;декоративный элемент;1.62.803;N;;
165159;декоративный элемент;1.62.804;N;;
165160;декоративный элемент левый;1.62.805;N;;
165161;декоративный элемент правый;1.62.806;N;;
165162;карниз;6.50.801;N;;
165163;карниз;6.50.802;N;;
165164;карниз;6.50.803;N;;
165165;молдинг;1.51.803;N;;
165166;молдинг;1.51.804;N;;
165167;молдинг;1.51.805;N;;
165168;молдинг;1.51.806;N;;
165169;молдинг;1.51.807;N;;
165170;молдинг;1.51.811;N;;
165171;молдинг;6.51.801;N;;
165172;молдинг;6.51.802;N;;
165173;молдинг;6.51.808;N;;
165174;молдинг;6.51.809;N;;
165175;молдинг;6.51.810;N;;
165176;молдинг;6.51.815;N;;
165177;плинтус;6.53.801;N;;
165178;плинтус;6.53.802;N;;
165179;плинтус;6.53.803;N;;
165180;плинтус;6.53.804;N;;
165181;плинтус;6.53.805;N;;
165182;розетка;1.56.801;N;;
165183;розетка;1.56.802;N;;
165184;розетка;1.56.803;N;;
165185;розетка;1.56.804;N;;
165186;розетка;1.56.805;N;;
165187;розетка;1.56.806;N;;
165188;угловой элемент;1.52.810;N;;
165189;угловой элемент;1.52.812;N;;
165190;угловой элемент;1.52.815;N;;
165191;угловой элемент;1.52.816;N;;
165200;элемент камина;1.64.801;N;;
165201;элемент камина;1.64.803;N;;
165900;декоративнный камин;1.64.811;N;;
165901;элемент камина;1.64.801;N;;
165902;элемент камина;1.64.801;N;;
165903;элемент камина;1.64.803;N;;
165904;элемент камина;1.64.803;N;;
165905;декоративнный камин;1.64.813;N;;
167039;панель декоративная;6.59.801-280;N;;
167040;панель декоративная;6.59.802-280;N;;
167041;панель декоративная;6.59.803-280;N;;
170175;панель декоративная;6.59.806;N;;
170176;панель декоративная;6.59.806-280;N;;
170214;панель декоративная;6.59.804;N;;
170215;панель декоративная;6.59.804-280;N;;
173408;карниз;6.50.238;N;;
173409;карниз;6.50.239;N;;
173410;карниз;6.50.240;N;;
173411;карниз;6.50.241;N;;
173412;карниз;6.50.242;N;;
173413;карниз;6.50.243;N;;
173414;карниз;6.50.244;N;;
173415;карниз;6.50.245;N;;
173416;карниз;6.50.246;N;;
173417;карниз;6.50.247;N;;
173418;молдинг;6.51.389;N;;
173419;молдинг;6.51.390;N;;
173420;молдинг;6.51.391;N;;
173421;молдинг;6.51.392;N;;
173422;плинтус;6.53.113;N;;
173423;плинтус;6.53.114;N;;
173424;плинтус;6.53.115;N;;
173425;плинтус;6.53.116;N;;
173426;плинтус;6.53.117;N;;
173427;плинтус;6.53.118;N;;
173949;угловой элемент;1.52.817;N;;
240667;молдинг;1.51.817;N;;
240672;молдинг;6.51.812;N;;
240675;молдинг;6.51.813;N;;
240679;молдинг;6.51.814;N;;
240680;молдинг;6.51.816;N;;
240683;карниз;6.50.804;N;;
240687;плинтус;6.53.806;N;;
240694;панель декоративная;1.59.817;N;;
306553;панель декоративная;6.59.805;N;;
306606;панель декоративная;6.59.805-280;N;;
308748;карниз;1.50.805;N;;
308753;молдинг;1.51.818;N;;
308755;молдинг;1.51.819;N;;
308766;угловой элемент;1.52.818;N;;
308767;угловой элемент;1.52.819;N;;
308770;панель декоративная;1.59.818;N;;
308771;панель декоративная;1.59.820;N;;
