IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP160;IP_PROP180;IC_GROUP0;IC_GROUP1;IC_GROUP2
5077;молдинг FLEX;1.51.301;Да;ВР000005917;5152;Интерьерный декор;гибкие молдинги;
5077;молдинг FLEX;1.51.301;Да;ВР000005917;5153;Интерьерный декор;гибкие молдинги;
5077;молдинг FLEX;1.51.301;Да;ВР000005917;5145;Интерьерный декор;гибкие молдинги;
5078;молдинг FLEX;1.51.305;Да;ВР000005916;;Интерьерный декор;гибкие молдинги;
5079;молдинг FLEX;1.51.321;Да;ВР000005947;;Интерьерный декор;гибкие молдинги;
5080;молдинг FLEX;1.51.400;Да;ВР000006106;5155;Интерьерный декор;гибкие молдинги;
5081;молдинг FLEX;1.51.302;Да;ВР000005918;5146;Интерьерный декор;гибкие молдинги;
5082;молдинг FLEX;1.51.303;Да;ВР000005919;;Интерьерный декор;гибкие молдинги;
5083;молдинг FLEX;1.51.304;Да;ВР000005921;;Интерьерный декор;гибкие молдинги;
5084;молдинг FLEX;1.51.306;Да;ВР000005924;;Интерьерный декор;гибкие молдинги;
5085;молдинг FLEX;1.51.307;Да;ВР000005920;;Интерьерный декор;гибкие молдинги;
5086;молдинг FLEX;1.51.324;Да;ВР000005936;;Интерьерный декор;гибкие молдинги;
5087;молдинг FLEX;1.51.352;Да;ВР000005945;5160;Интерьерный декор;гибкие молдинги;
5087;молдинг FLEX;1.51.352;Да;ВР000005945;5161;Интерьерный декор;гибкие молдинги;
5088;молдинг FLEX;1.51.325;Да;ВР000005941;;Интерьерный декор;гибкие молдинги;
5089;молдинг FLEX;1.51.312;Да;ВР000005926;5150;Интерьерный декор;гибкие молдинги;
5089;молдинг FLEX;1.51.312;Да;ВР000005926;5149;Интерьерный декор;гибкие молдинги;
5089;молдинг FLEX;1.51.312;Да;ВР000005926;5163;Интерьерный декор;гибкие молдинги;
5090;молдинг FLEX;1.51.332;Да;ВР001023824;;Интерьерный декор;гибкие молдинги;
5091;молдинг FLEX;1.51.350;Да;ВР000005943;;Интерьерный декор;гибкие молдинги;
5092;молдинг FLEX;1.51.326;Да;ВР000005940;5144;Интерьерный декор;гибкие молдинги;
5093;молдинг FLEX;1.51.308;Да;ВР000005922;6358;Интерьерный декор;гибкие молдинги;
5093;молдинг FLEX;1.51.308;Да;ВР000005922;5156;Интерьерный декор;гибкие молдинги;
5093;молдинг FLEX;1.51.308;Да;ВР000005922;5159;Интерьерный декор;гибкие молдинги;
5093;молдинг FLEX;1.51.308;Да;ВР000005922;5158;Интерьерный декор;гибкие молдинги;
5093;молдинг FLEX;1.51.308;Да;ВР000005922;5162;Интерьерный декор;гибкие молдинги;
5094;молдинг FLEX;1.51.309;Да;ВР000005923;;Интерьерный декор;гибкие молдинги;
5095;молдинг FLEX;1.51.310;Да;ВР000005925;;Интерьерный декор;гибкие молдинги;
5096;молдинг FLEX;1.51.313;Да;ВР000005939;5164;Интерьерный декор;гибкие молдинги;
5097;молдинг FLEX;1.51.315;Да;ВР000005929;;Интерьерный декор;гибкие молдинги;
5098;молдинг FLEX;1.51.316;Да;ВР000005930;;Интерьерный декор;гибкие молдинги;
5099;молдинг FLEX;1.51.317;Да;ВР000005931;;Интерьерный декор;гибкие молдинги;
5100;молдинг FLEX;1.51.318;Да;ВР000005932;5166;Интерьерный декор;гибкие молдинги;
5101;молдинг FLEX;1.51.319;Да;ВР000005937;;Интерьерный декор;гибкие молдинги;
5102;молдинг FLEX;1.51.320;Да;ВР000005933;;Интерьерный декор;гибкие молдинги;
5103;молдинг FLEX;1.51.322;Да;ВР001022872;6357;Интерьерный декор;гибкие молдинги;
5103;молдинг FLEX;1.51.322;Да;ВР001022872;6355;Интерьерный декор;гибкие молдинги;
5103;молдинг FLEX;1.51.322;Да;ВР001022872;6434;Интерьерный декор;гибкие молдинги;
5104;молдинг FLEX;1.51.328;Да;ВР000005946;5154;Интерьерный декор;гибкие молдинги;
5105;молдинг FLEX;1.51.330;Да;ВР000005951;;Интерьерный декор;гибкие молдинги;
5106;молдинг FLEX;1.51.333;Да;ВР000005942;;Интерьерный декор;гибкие молдинги;
5107;молдинг FLEX;1.51.340;Да;ВР000005934;;Интерьерный декор;гибкие молдинги;
5108;молдинг FLEX;1.51.341;Да;ВР001008158;;Интерьерный декор;гибкие молдинги;
5109;молдинг FLEX;1.51.342;Да;ВР001008159;;Интерьерный декор;гибкие молдинги;
5110;молдинг FLEX;1.51.343;Да;ВР001008161;;Интерьерный декор;гибкие молдинги;
5111;молдинг FLEX;1.51.344;Да;ВР001008160;;Интерьерный декор;гибкие молдинги;
5112;молдинг FLEX;1.51.351;Да;ВР000005944;;Интерьерный декор;гибкие молдинги;
5113;молдинг FLEX;1.51.380;Да;ВР000005935;;Интерьерный декор;гибкие молдинги;
5114;молдинг FLEX;1.51.401;Да;ВР000005948;;Интерьерный декор;гибкие молдинги;
5115;молдинг FLEX;1.51.323;Да;ВР001022871;;Интерьерный декор;гибкие молдинги;
5116;молдинг FLEX;1.51.339;Да;ВР001023834;;Интерьерный декор;гибкие молдинги;
5117;молдинг FLEX;1.51.331;Да;ВР001023822;;Интерьерный декор;гибкие молдинги;
5118;молдинг FLEX;1.51.336;Да;ВР001023830;;Интерьерный декор;гибкие молдинги;
5119;молдинг FLEX;1.51.334;Да;ВР001023826;;Интерьерный декор;гибкие молдинги;
5120;молдинг FLEX;1.51.335;Да;ВР001023828;;Интерьерный декор;гибкие молдинги;
5121;молдинг FLEX;1.51.337;Да;ВР001023832;;Интерьерный декор;гибкие молдинги;
5122;молдинг FLEX;1.51.348;Да;ВР002025334;6356;Интерьерный декор;гибкие молдинги;
5123;молдинг FLEX;1.51.349;Да;ВР002025336;;Интерьерный декор;гибкие молдинги;
5124;молдинг FLEX;1.51.329;Да;ВР001023820;;Интерьерный декор;гибкие молдинги;
5125;молдинг FLEX;1.51.347;Да;ВР002025136;;Интерьерный декор;гибкие молдинги;
5126;молдинг FLEX;1.51.355;Да;ВР002025435;;Интерьерный декор;гибкие молдинги;
5127;молдинг FLEX;1.51.354;Да;ВР002025433;;Интерьерный декор;гибкие молдинги;
5128;плинтус;1.53.102;Нет;ВР000004322;;Интерьерный декор;плинтусы;
5129;плинтус;1.53.103;Нет;ВР000004323;;Интерьерный декор;плинтусы;
5130;плинтус;1.53.104;Нет;ВР001005248;;Интерьерный декор;плинтусы;
5131;плинтус;1.53.105;Нет;ВР001022003;;Интерьерный декор;плинтусы;
5132;плинтус;1.53.106;Нет;ВР001022873;;Интерьерный декор;плинтусы;
5133;плинтус;1.53.107;Нет;ВР001022874;;Интерьерный декор;плинтусы;
5134;плинтус;1.53.109;Нет;ВР002025436;;Интерьерный декор;плинтусы;
5135;плинтус;1.53.101;Нет;ВР000004321;;Интерьерный декор;плинтусы;
5136;плинтус FLEX;1.53.102;Да;ВР000005960;;Интерьерный декор;гибкие плинтусы;
5137;плинтус FLEX;1.53.103;Да;ВР000005961;;Интерьерный декор;гибкие плинтусы;
5138;плинтус FLEX;1.53.104;Да;ВР001022004;;Интерьерный декор;гибкие плинтусы;
5139;плинтус FLEX;1.53.105;Да;ВР001022005;;Интерьерный декор;гибкие плинтусы;
5140;плинтус FLEX;1.53.106;Да;ВР001022876;;Интерьерный декор;гибкие плинтусы;
5141;плинтус FLEX;1.53.107;Да;ВР001022875;;Интерьерный декор;гибкие плинтусы;
5142;плинтус FLEX;1.53.109;Да;ВР002025437;;Интерьерный декор;гибкие плинтусы;
5143;плинтус FLEX;1.53.101;Да;ВР000005959;;Интерьерный декор;гибкие плинтусы;
5144;угловой элемент;1.52.326;Нет;ВР000004306;5038;Интерьерный декор;угловые элементы;
5144;угловой элемент;1.52.326;Нет;ВР000004306;5092;Интерьерный декор;угловые элементы;
5145;угловой элемент;1.52.301;Нет;ВР000001080;5023;Интерьерный декор;угловые элементы;
5145;угловой элемент;1.52.301;Нет;ВР000001080;5077;Интерьерный декор;угловые элементы;
5146;угловой элемент;1.52.302;Нет;ВР000001300;5027;Интерьерный декор;угловые элементы;
5146;угловой элемент;1.52.302;Нет;ВР000001300;5081;Интерьерный декор;угловые элементы;
5147;угловой элемент;1.52.290;Нет;ВР000001732;5023;Интерьерный декор;угловые элементы;
5147;угловой элемент;1.52.290;Нет;ВР000001732;5077;Интерьерный декор;угловые элементы;
5147;угловой элемент;1.52.290;Нет;ВР000001732;5148;Интерьерный декор;угловые элементы;
5148;угловой элемент;1.52.293;Нет;ВР000001733;5023;Интерьерный декор;угловые элементы;
5148;угловой элемент;1.52.293;Нет;ВР000001733;5077;Интерьерный декор;угловые элементы;
5149;угловой элемент;1.52.292;Нет;ВР000001755;5035;Интерьерный декор;угловые элементы;
5149;угловой элемент;1.52.292;Нет;ВР000001755;5089;Интерьерный декор;угловые элементы;
5150;угловой элемент;1.52.288;Нет;ВР000005304;5035;Интерьерный декор;угловые элементы;
5150;угловой элемент;1.52.288;Нет;ВР000005304;5089;Интерьерный декор;угловые элементы;
5151;угловой элемент;1.52.294;Нет;ВР000001643;5021;Интерьерный декор;угловые элементы;
5151;угловой элемент;1.52.294;Нет;ВР000001643;5075;Интерьерный декор;угловые элементы;
5152;угловой элемент;1.52.291;Нет;ВР000001731;5023;Интерьерный декор;угловые элементы;
5152;угловой элемент;1.52.291;Нет;ВР000001731;5077;Интерьерный декор;угловые элементы;
5152;угловой элемент;1.52.291;Нет;ВР000001731;5153;Интерьерный декор;угловые элементы;
5153;угловой элемент;1.52.295;Нет;ВР000001734;5023;Интерьерный декор;угловые элементы;
5153;угловой элемент;1.52.295;Нет;ВР000001734;5077;Интерьерный декор;угловые элементы;
5154;угловой элемент;1.52.328;Нет;ВР000005640;5050;Интерьерный декор;угловые элементы;
5154;угловой элемент;1.52.328;Нет;ВР000005640;5104;Интерьерный декор;угловые элементы;
5155;угловой элемент;1.52.400;Нет;ВР000005828;5026;Интерьерный декор;угловые элементы;
5155;угловой элемент;1.52.400;Нет;ВР000005828;5080;Интерьерный декор;угловые элементы;
5156;угловой элемент;1.52.289;Нет;ВР000005338;5039;Интерьерный декор;угловые элементы;
5156;угловой элемент;1.52.289;Нет;ВР000005338;5093;Интерьерный декор;угловые элементы;
5157;угловой элемент;1.52.296;Нет;ВР000001774;5021;Интерьерный декор;угловые элементы;
5157;угловой элемент;1.52.296;Нет;ВР000001774;5075;Интерьерный декор;угловые элементы;
5158;угловой элемент;1.52.297;Нет;ВР000005406;5039;Интерьерный декор;угловые элементы;
5158;угловой элемент;1.52.297;Нет;ВР000005406;5093;Интерьерный декор;угловые элементы;
5159;угловой элемент;1.52.298;Нет;ВР000004320;5039;Интерьерный декор;угловые элементы;
5159;угловой элемент;1.52.298;Нет;ВР000004320;5093;Интерьерный декор;угловые элементы;
5159;угловой элемент;1.52.298;Нет;ВР000004320;5158;Интерьерный декор;угловые элементы;
5160;угловой элемент;1.52.300;Нет;ВР000005506;5033;Интерьерный декор;угловые элементы;
5160;угловой элемент;1.52.300;Нет;ВР000005506;5087;Интерьерный декор;угловые элементы;
5161;угловой элемент;1.52.303;Нет;ВР000005507;5033;Интерьерный декор;угловые элементы;
5161;угловой элемент;1.52.303;Нет;ВР000005507;5087;Интерьерный декор;угловые элементы;
5162;угловой элемент;1.52.308;Нет;ВР000001351;;Интерьерный декор;угловые элементы;
5163;угловой элемент;1.52.312;Нет;ВР000001679;5035;Интерьерный декор;угловые элементы;
5163;угловой элемент;1.52.312;Нет;ВР000001679;5089;Интерьерный декор;угловые элементы;
5164;угловой элемент;1.52.313;Нет;ВР000004280;;Интерьерный декор;угловые элементы;
5165;угловой элемент;1.52.314;Нет;ВР000001775;5157;Интерьерный декор;угловые элементы;
5166;угловой элемент;1.52.318;Нет;ВР000004383;5046;Интерьерный декор;угловые элементы;
5166;угловой элемент;1.52.318;Нет;ВР000004383;5100;Интерьерный декор;угловые элементы;
5167;кронштейн;1.19.001;Нет;ВР000001447;;Интерьерный декор;кронштейны;
5168;кронштейн;1.19.137;Нет;ВР000001828;;Интерьерный декор;кронштейны;
5169;кронштейн;1.19.002;Нет;ВР000001352;;Интерьерный декор;кронштейны;
5170;кронштейн;1.19.005;Нет;ВР000001928;;Интерьерный декор;кронштейны;
5171;кронштейн;1.19.003;Нет;ВР000001450;;Интерьерный декор;кронштейны;
5172;кронштейн;1.19.004;Нет;ВР000001866;;Интерьерный декор;кронштейны;
5173;кронштейн;1.19.006;Нет;ВР002025513;;Интерьерный декор;кронштейны;
5174;розетка;1.56.017;Нет;ВР000001180;;Интерьерный декор;розетки;
5175;розетка;1.56.001;Нет;ВР000005505;;Интерьерный декор;розетки;
5176;розетка;1.56.002;Нет;ВР001023635;;Интерьерный декор;розетки;
5177;розетка;1.56.004;Нет;ВР001023637;;Интерьерный декор;розетки;
5178;розетка;1.56.007;Нет;ВР001023640;;Интерьерный декор;розетки;
5179;розетка;1.56.013;Нет;ВР000001069;;Интерьерный декор;розетки;
5180;розетка;1.56.014;Нет;ВР000001070;;Интерьерный декор;розетки;
5181;розетка;1.56.015;Нет;ВР000001071;;Интерьерный декор;розетки;
5182;розетка;1.56.016;Нет;ВР000001075;;Интерьерный декор;розетки;
5183;розетка;1.56.018;Нет;ВР000004236;;Интерьерный декор;розетки;
5184;розетка;1.56.019;Нет;ВР000001773;;Интерьерный декор;розетки;
5185;розетка;1.56.020;Нет;ВР000005129;;Интерьерный декор;розетки;
5186;розетка;1.56.022;Нет;ВР000001482;;Интерьерный декор;розетки;
5187;розетка;1.56.023;Нет;ВР000001294;;Интерьерный декор;розетки;
5188;розетка;1.56.024;Нет;ВР000001483;;Интерьерный декор;розетки;
5189;розетка;1.56.025;Нет;ВР000001295;;Интерьерный декор;розетки;
5190;розетка;1.56.005;Нет;ВР001023638;;Интерьерный декор;розетки;
5191;розетка;1.56.010;Нет;ВР001023642;;Интерьерный декор;розетки;
5192;розетка;1.56.028;Нет;ВР000004029;;Интерьерный декор;розетки;
5193;розетка;1.56.029;Нет;ВР000004030;;Интерьерный декор;розетки;
5194;розетка;1.56.030;Нет;ВР000002943;;Интерьерный декор;розетки;
5195;розетка;1.56.003;Нет;ВР001023636;;Интерьерный декор;розетки;
5196;розетка;1.56.031;Нет;ВР000002928;;Интерьерный декор;розетки;
5197;розетка;1.56.021;Нет;ВР000001273;;Интерьерный декор;розетки;
5198;розетка;1.56.026;Нет;ВР000001179;;Интерьерный декор;розетки;
5199;розетка;1.56.006;Нет;ВР001023639;;Интерьерный декор;розетки;
5200;розетка;1.56.009;Нет;ВР001023641;;Интерьерный декор;розетки;
5201;розетка;1.56.032;Нет;ВР001024045;;Интерьерный декор;розетки;
5202;розетка;1.56.011;Нет;ВР001024042;;Интерьерный декор;розетки;
5203;розетка;1.56.037;Нет;ВР002025332;;Интерьерный декор;розетки;
5204;розетка;1.56.034;Нет;ВР002025309;;Интерьерный декор;розетки;
5205;розетка;1.56.033;Нет;ВР002025286;;Интерьерный декор;розетки;
5206;розетка;1.56.038;Нет;ВР002025331;;Интерьерный декор;розетки;
5207;розетка;1.56.012;Нет;ВР001024043;;Интерьерный декор;розетки;
5208;розетка;1.56.027;Нет;ВР001024044;;Интерьерный декор;розетки;
5209;розетка;1.56.039;Нет;ВР002025330;;Интерьерный декор;розетки;
5210;розетка;1.56.035;Нет;ВР002025310;;Интерьерный декор;розетки;
5211;розетка;1.56.042;Нет;ВР002025488;;Интерьерный декор;розетки;
5212;орнамент;1.60.114;Нет;ВР000001839;;Интерьерный декор;орнаменты;
5213;орнамент;1.60.014;Нет;ВР000001838;;Интерьерный декор;орнаменты;
5214;орнамент;1.60.011;Нет;ВР000001660;;Интерьерный декор;орнаменты;
5215;орнамент;1.60.111;Нет;ВР000001661;;Интерьерный декор;орнаменты;
5216;орнамент;1.60.007;Нет;ВР000001814;;Интерьерный декор;орнаменты;
5217;орнамент;1.60.005;Нет;ВР000001826;;Интерьерный декор;орнаменты;
5218;орнамент;1.60.012;Нет;ВР000001840;;Интерьерный декор;орнаменты;
5219;орнамент;1.60.008;Нет;ВР000001754;;Интерьерный декор;орнаменты;
5220;орнамент;1.60.010;Нет;ВР000001816;;Интерьерный декор;орнаменты;
5221;орнамент;1.60.002;Нет;ВР000001359;;Интерьерный декор;орнаменты;
5222;орнамент;1.60.003;Нет;ВР000001984;;Интерьерный декор;орнаменты;
5223;орнамент;1.60.004;Нет;ВР000001985;;Интерьерный декор;орнаменты;
5224;орнамент;1.60.006;Нет;ВР000001616;;Интерьерный декор;орнаменты;
5225;орнамент;1.60.009;Нет;ВР000001813;;Интерьерный декор;орнаменты;
5226;орнамент;1.60.015;Нет;ВР000002573;;Интерьерный декор;орнаменты;
5227;орнамент;1.60.017;Нет;ВР000002465;;Интерьерный декор;орнаменты;
5228;орнамент;1.60.018;Нет;ВР000002574;;Интерьерный декор;орнаменты;
5229;орнамент;1.60.019;Нет;ВР000002575;;Интерьерный декор;орнаменты;
5230;орнамент;1.60.108;Нет;ВР000001756;;Интерьерный декор;орнаменты;
5231;орнамент;1.60.109;Нет;ВР000001815;;Интерьерный декор;орнаменты;
5232;орнамент;1.60.110;Нет;ВР000001817;;Интерьерный декор;орнаменты;
5233;орнамент;1.60.001;Нет;ВР000001358;;Интерьерный декор;орнаменты;
5234;кессон;1.57.002;Нет;ВР001022065;;Интерьерный декор;кессоны и купола;
5235;кессон;1.57.003;Нет;ВР001022066;;Интерьерный декор;кессоны и купола;
5236;кессон;1.57.001;Нет;ВР000005512;;Интерьерный декор;кессоны и купола;
5237;кессон;1.57.004;Нет;ВР001022067;;Интерьерный декор;кессоны и купола;
5238;купол;1.58.001;Нет;ВР000004391;;Интерьерный декор;кессоны и купола;
5239;капитель;1.11.001;Нет;ВР000004174;;Интерьерный декор;составные элементы;
5240;капитель;1.11.010;Нет;ВР001021828;;Интерьерный декор;составные элементы;
5241;капитель;1.11.003;Нет;ВР000001977;;Интерьерный декор;составные элементы;
5242;капитель;1.11.002;Нет;ВР000001288;;Интерьерный декор;составные элементы;
5243;капитель;1.11.004;Нет;ВР000005449;;Интерьерный декор;составные элементы;
5244;капитель;1.11.005;Нет;ВР001003797;;Интерьерный декор;составные элементы;
5245;капитель;1.11.006;Нет;ВР001003798;;Интерьерный декор;составные элементы;
5246;капитель;1.11.008;Нет;ВР001021826;;Интерьерный декор;составные элементы;
5247;капитель;1.11.009;Нет;ВР001021827;;Интерьерный декор;составные элементы;
5248;капитель;1.15.002;Нет;ВР000001227;;Интерьерный декор;составные элементы;
5249;капитель;1.15.003;Нет;ВР000001871;;Интерьерный декор;составные элементы;
5250;капитель;1.15.004;Нет;ВР001002928;;Интерьерный декор;составные элементы;
5251;капитель;1.15.005;Нет;ВР000004376;;Интерьерный декор;составные элементы;
5252;капитель;1.15.006;Нет;ВР001000031;;Интерьерный декор;составные элементы;
5253;капитель;1.15.008;Нет;ВР001005249;;Интерьерный декор;составные элементы;
5254;капитель;1.15.001;Нет;ВР000001187;;Интерьерный декор;составные элементы;
5255;капитель;1.15.009;Нет;ВР001005243;;Интерьерный декор;составные элементы;
5256;капитель;1.15.010;Нет;ВР001005247;;Интерьерный декор;составные элементы;
5257;капитель;1.21.003;Нет;ВР000001301;;Интерьерный декор;составные элементы;
5258;капитель;1.21.001;Нет;ВР000001181;;Интерьерный декор;составные элементы;
5259;капитель;1.21.002;Нет;ВР000001178;;Интерьерный декор;составные элементы;
5260;капитель;1.21.004;Нет;ВР000001444;;Интерьерный декор;составные элементы;
5261;капитель;1.21.005;Нет;ВР000002089;;Интерьерный декор;составные элементы;
5262;капитель;1.21.006;Нет;ВР000001927;;Интерьерный декор;составные элементы;
5263;капитель;1.21.007;Нет;ВР000001389;;Интерьерный декор;составные элементы;
5264;ствол;1.12.020;Нет;ВР000005788;;Интерьерный декор;составные элементы;
5265;ствол;1.12.010;Нет;ВР000004146;;Интерьерный декор;составные элементы;
5266;ствол;1.12.030;Нет;ВР000002050;;Интерьерный декор;составные элементы;
5267;ствол;1.12.050;Нет;ВР001003796;;Интерьерный декор;составные элементы;
5268;ствол;1.12.060;Нет;ВР001021829;;Интерьерный декор;составные элементы;
5269;ствол;1.12.061;Нет;ВР001021830;;Интерьерный декор;составные элементы;
5270;ствол;1.12.080;Нет;ВР001021833;;Интерьерный декор;составные элементы;
5271;ствол;1.12.081;Нет;ВР001021834;;Интерьерный декор;составные элементы;
5272;ствол;1.12.070;Нет;ВР001021831;;Интерьерный декор;составные элементы;
5273;ствол;1.12.071;Нет;ВР001021832;;Интерьерный декор;составные элементы;
5274;ствол;1.16.080;Нет;ВР001005244;;Интерьерный декор;составные элементы;
5275;ствол;1.16.081;Нет;ВР001005245;;Интерьерный декор;составные элементы;
5276;ствол;1.16.030;Нет;ВР000002066;;Интерьерный декор;составные элементы;
5277;ствол;1.16.070;Нет;ВР001005241;;Интерьерный декор;составные элементы;
5278;ствол;1.16.050;Нет;ВР000004381;;Интерьерный декор;составные элементы;
5279;ствол;1.16.060;Нет;ВР001005250;;Интерьерный декор;составные элементы;
5280;ствол;1.16.071;Нет;ВР001005242;;Интерьерный декор;составные элементы;
5281;ствол;1.16.010;Нет;ВР000001188;;Интерьерный декор;составные элементы;
5282;ствол;1.16.011;Нет;;;Интерьерный декор;составные элементы;
5283;ствол;1.16.020;Нет;ВР000004390;;Интерьерный декор;составные элементы;
5284;ствол;1.16.061;Нет;ВР001005251;;Интерьерный декор;составные элементы;
5285;ствол;1.22.010;Нет;ВР000001184;;Интерьерный декор;составные элементы;
5286;ствол;1.22.020;Нет;ВР000001484;;Интерьерный декор;составные элементы;
5287;ствол;1.22.030;Нет;ВР000001287;;Интерьерный декор;составные элементы;
5288;ствол;1.22.200;Нет;ВР000004307;;Интерьерный декор;составные элементы;
5289;ствол;1.22.040;Нет;ВР000001446;;Интерьерный декор;составные элементы;
5290;кольцо;1.11.100;Нет;ВР000002416;;Интерьерный декор;составные элементы;
5291;кольцо;1.11.200;Нет;ВР000002396;;Интерьерный декор;составные элементы;
5292;кольцо;1.11.300;Нет;ВР000005433;;Интерьерный декор;составные элементы;
5293;кольцо;1.15.100;Нет;ВР000002417;;Интерьерный декор;составные элементы;
5294;кольцо;1.15.200;Нет;ВР000002408;;Интерьерный декор;составные элементы;
5295;кольцо;1.15.300;Нет;ВР001003054;;Интерьерный декор;составные элементы;
5296;база;1.13.900;Нет;ВР001021837;;Интерьерный декор;составные элементы;
5297;база;1.13.300;Нет;ВР000002088;;Интерьерный декор;составные элементы;
5298;база;1.13.400;Нет;ВР000002051;;Интерьерный декор;составные элементы;
5299;база;1.13.800;Нет;ВР001021836;;Интерьерный декор;составные элементы;
5300;база;1.13.500;Нет;ВР001003799;;Интерьерный декор;составные элементы;
5301;база;1.13.100;Нет;ВР000001305;;Интерьерный декор;составные элементы;
5302;база;1.13.200;Нет;ВР000001289;;Интерьерный декор;составные элементы;
5303;база;1.13.700;Нет;ВР001021835;;Интерьерный декор;составные элементы;
5304;база;1.17.900;Нет;ВР001005246;;Интерьерный декор;составные элементы;
5305;база;1.17.300;Нет;ВР000002065;;Интерьерный декор;составные элементы;
5306;база;1.17.400;Нет;ВР000002077;;Интерьерный декор;составные элементы;
5307;база;1.17.100;Нет;ВР000001186;;Интерьерный декор;составные элементы;
5308;база;1.17.800;Нет;ВР001005240;;Интерьерный декор;составные элементы;
5309;база;1.17.500;Нет;ВР000004377;;Интерьерный декор;составные элементы;
5310;база;1.17.600;Нет;ВР000004378;;Интерьерный декор;составные элементы;
5311;база;1.17.700;Нет;ВР001005252;;Интерьерный декор;составные элементы;
5312;база;1.17.200;Нет;ВР000001291;;Интерьерный декор;составные элементы;
5313;база;1.23.100;Нет;ВР000001185;;Интерьерный декор;составные элементы;
5314;база;1.23.200;Нет;ВР000001225;;Интерьерный декор;составные элементы;
5315;база;1.23.300;Нет;ВР000001286;;Интерьерный декор;составные элементы;
5316;база;1.23.400;Нет;ВР000001445;;Интерьерный декор;составные элементы;
5317;база;1.23.500;Нет;ВР000002096;;Интерьерный декор;составные элементы;
5318;пьедестал;1.14.001;Нет;ВР001021839;;Интерьерный декор;составные элементы;
5319;пьедестал;1.14.002;Нет;ВР001021840;;Интерьерный декор;составные элементы;
5320;пьедестал;1.14.003;Нет;ВР001021841;;Интерьерный декор;составные элементы;
5321;пьедестал;1.18.001;Нет;ВР001005254;;Интерьерный декор;составные элементы;
5322;пьедестал;1.18.002;Нет;ВР001005255;;Интерьерный декор;составные элементы;
5323;пьедестал;1.18.003;Нет;ВР001005256;;Интерьерный декор;составные элементы;
5324;база;1.54.010;Нет;ВР000001172;;Интерьерный декор;обрамление арок;
5325;обрамление арок;1.55.003;Нет;ВР000001173;;Интерьерный декор;обрамление арок;
5326;обрамление арок;1.55.004;Нет;ВР000001388;;Интерьерный декор;обрамление арок;
5327;обрамление арок;1.55.001;Нет;ВР000001163;;Интерьерный декор;обрамление арок;
5328;замковый камень;1.55.005;Нет;ВР000001174;;Интерьерный декор;обрамление арок;
5329;обрамление арок;1.55.002;Нет;ВР000001164;;Интерьерный декор;обрамление арок;
5330;база;1.54.020;Нет;ВР000001171;5041;Интерьерный декор;обрамление дверей;
5330;база;1.54.020;Нет;ВР000001171;5031;Интерьерный декор;обрамление дверей;
5331;боковой элемент;1.54.009;Нет;ВР000003309;;Интерьерный декор;обрамление дверей;
5332;боковой элемент;1.54.019;Нет;ВР000003310;;Интерьерный декор;обрамление дверей;
5333;квадрат;1.54.001;Нет;ВР000001176;;Интерьерный декор;обрамление дверей;
5334;квадрат;1.54.002;Нет;ВР000001339;;Интерьерный декор;обрамление дверей;
5335;наличник;1.54.003;Нет;ВР000003311;;Интерьерный декор;обрамление дверей;
5336;наличник;1.54.004;Нет;ВР000003312;;Интерьерный декор;обрамление дверей;
5337;элемент;1.54.008;Нет;ВР000003308;;Интерьерный декор;обрамление дверей;
5338;элемент;1.54.006;Нет;ВР000004031;;Интерьерный декор;обрамление дверей;
5339;элемент;1.54.005;Нет;ВР000003307;;Интерьерный декор;обрамление дверей;
5340;элемент;1.54.007;Нет;ВР000004048;;Интерьерный декор;обрамление дверей;
5341;элемент;1.54.012;Нет;ВР000002570;;Интерьерный декор;обрамление дверей;
5342;элемент;1.54.011;Нет;ВР000004207;;Интерьерный декор;обрамление дверей;
5343;ствол;1.12.011;Нет;;;Интерьерный декор;составные элементы;
5344;пилястра;1.20.301;Нет;;;Интерьерный декор;пилястры;
5345;пилястра;1.20.302;Нет;;;Интерьерный декор;пилястры;
5346;пилястра;1.20.303;Нет;;;Интерьерный декор;пилястры;
5347;пилястра;1.20.201;Нет;;;Интерьерный декор;пилястры;
5348;пилястра;1.20.202;Нет;;;Интерьерный декор;пилястры;
5349;пилястра;1.20.101;Нет;;;Интерьерный декор;пилястры;
5350;пилястра;1.20.102;Нет;;;Интерьерный декор;пилястры;
5351;пилястра;1.20.001;Нет;;;Интерьерный декор;пилястры;
5352;пилястра;1.20.002;Нет;;;Интерьерный декор;пилястры;
5353;полуколонна;1.10.301;Нет;;;Интерьерный декор;полуколонны;
5354;полуколонна;1.10.302;Нет;;;Интерьерный декор;полуколонны;
5355;полуколонна;1.10.303;Нет;;;Интерьерный декор;полуколонны;
5356;полуколонна;1.10.304;Нет;;;Интерьерный декор;полуколонны;
5357;полуколонна;1.10.201;Нет;;;Интерьерный декор;полуколонны;
5358;полуколонна;1.10.202;Нет;;;Интерьерный декор;полуколонны;
5359;полуколонна;1.10.203;Нет;;;Интерьерный декор;полуколонны;
5360;полуколонна;1.10.204;Нет;;;Интерьерный декор;полуколонны;
5361;полуколонна;1.10.205;Нет;;;Интерьерный декор;полуколонны;
5362;полуколонна;1.10.206;Нет;;;Интерьерный декор;полуколонны;
5363;полуколонна;1.10.207;Нет;;;Интерьерный декор;полуколонны;
